user_id,employee_name,login_count,usb_events,email_count,attachment_count,file_access_count,website_count,O,C,E,A,N,after_hours_login
HVF0067,Hector Vance Foster,10,30.0,5.0,3.0,45.0,0.0,44.0,35.0,22.0,43.0,41.0,4.0
HWH0646,Hadley Willa Hill,9,0.0,3.0,2.0,0.0,0.0,17.0,24.0,24.0,21.0,28.0,3.0
HWM0342,Hanae Wendy Meyer,7,0.0,5.0,3.0,0.0,3.0,45.0,44.0,41.0,39.0,34.0,7.0
HWW0436,Hayes William Wheeler,15,20.0,14.0,15.0,17.0,0.0,45.0,37.0,23.0,27.0,33.0,1.0
HWY0038,Howard Wing Yang,26,0.0,11.0,0.0,0.0,18.0,47.0,39.0,40.0,22.0,24.0,20.0
HXL0968,Holly Xerxes Lara,8,40.0,1.0,0.0,22.0,0.0,45.0,21.0,35.0,40.0,34.0,4.0
IAR0694,Imani Aubrey Ray,12,0.0,18.0,14.0,0.0,95.0,12.0,17.0,44.0,40.0,34.0,4.0
IAT0263,Ivor Amir Tucker,8,0.0,3.0,4.0,0.0,7.0,28.0,23.0,30.0,30.0,27.0,4.0
IBB0359,Ira Brendan Ball,32,168.0,12.0,13.0,51.0,0.0,48.0,33.0,21.0,43.0,38.0,18.0
IBB0696,Isadora Buffy Brewer,11,30.0,2.0,0.0,13.0,0.0,47.0,13.0,36.0,16.0,33.0,4.0
IBM0671,Ira Benjamin Mays,11,4.0,12.0,9.0,4.0,0.0,50.0,46.0,38.0,35.0,31.0,2.0
IBP0883,Iona Brenda Payne,12,0.0,3.0,2.0,0.0,0.0,30.0,25.0,15.0,11.0,17.0,5.0
IBS0836,Isadora Blaine Shepherd,11,16.0,1.0,2.0,24.0,0.0,10.0,44.0,50.0,38.0,27.0,3.0
ICH0294,Idola Carly Haley,9,26.0,1.0,2.0,58.0,0.0,32.0,27.0,20.0,40.0,26.0,2.0
ICS0956,Ivy Charissa Solis,8,0.0,1.0,0.0,0.0,2.0,22.0,20.0,18.0,35.0,26.0,4.0
IDO0176,Ira Dustin Oneill,8,0.0,16.0,0.0,0.0,12.0,34.0,39.0,40.0,24.0,26.0,4.0
IEB0153,Irma Eugenia Booker,7,0.0,8.0,4.0,0.0,0.0,44.0,25.0,39.0,24.0,36.0,3.0
IHK0841,Ivor Herrod Kaufman,7,0.0,1.0,0.0,0.0,0.0,35.0,23.0,41.0,28.0,29.0,3.0
IIA0092,Ingrid Irene Atkins,8,0.0,12.0,1.0,0.0,1.0,39.0,30.0,42.0,14.0,27.0,4.0
IIL0513,Illana Isabelle Lamb,9,0.0,6.0,0.0,0.0,30.0,37.0,13.0,26.0,38.0,34.0,0.0
IIW0249,Igor Ishmael Ward,11,152.0,19.0,4.0,10.0,95.0,39.0,36.0,43.0,38.0,28.0,4.0
IJM0139,Irene Jemima Meyers,7,0.0,1.0,0.0,0.0,0.0,45.0,17.0,15.0,30.0,35.0,1.0
IJM0444,Ian Jonas Morrow,13,10.0,0.0,0.0,37.0,0.0,36.0,35.0,39.0,35.0,26.0,2.0
IJM0776,Indira Jocelyn Mack,8,35.0,3.0,0.0,7.0,0.0,41.0,35.0,19.0,41.0,32.0,0.0
IJR0825,Ivor Jelani Robbins,7,0.0,1.0,2.0,0.0,0.0,38.0,42.0,39.0,46.0,32.0,3.0
IJW0851,Isadora Jael Waters,7,0.0,10.0,0.0,0.0,7.0,21.0,10.0,10.0,18.0,34.0,5.0
IKP0472,Ivana Kaitlin Parsons,20,28.0,3.0,3.0,25.0,18.0,32.0,10.0,37.0,38.0,31.0,7.0
IKR0401,Ivor Kenneth Rollins,7,28.0,13.0,12.0,24.0,0.0,40.0,42.0,24.0,16.0,29.0,5.0
ILC0838,Ivan Levi Craig,7,0.0,1.0,0.0,0.0,0.0,40.0,36.0,42.0,16.0,33.0,3.0
ILH0958,Irene Lacota Huffman,16,6.0,1.0,2.0,39.0,1.0,28.0,17.0,20.0,19.0,24.0,4.0
ILJ0526,Idola Lana Jarvis,13,16.0,3.0,3.0,22.0,0.0,33.0,50.0,23.0,46.0,25.0,0.0
ILR0304,Ivory Leandra Rogers,7,0.0,0.0,0.0,0.0,0.0,20.0,22.0,18.0,46.0,30.0,2.0
IMB0481,Isabelle Maggie Benjamin,7,0.0,19.0,11.0,0.0,0.0,19.0,41.0,38.0,43.0,38.0,0.0
IMG0320,Isabella Marah Graham,8,0.0,18.0,7.0,0.0,0.0,37.0,14.0,12.0,24.0,23.0,4.0
IMP0530,Irma Melanie Patrick,8,0.0,3.0,2.0,0.0,0.0,40.0,17.0,42.0,50.0,32.0,0.0
IRM0931,Ignatius Reese Morton,23,16.0,34.0,25.0,40.0,197.0,44.0,46.0,33.0,35.0,30.0,6.0
IRT0491,Iris Rhea Terrell,7,0.0,15.0,5.0,0.0,0.0,17.0,30.0,27.0,41.0,32.0,0.0
IUB0565,Isaiah Upton Buchanan,7,23.0,4.0,2.0,11.0,0.0,44.0,39.0,35.0,22.0,30.0,2.0
IUY0279,Igor Ulric Yang,11,0.0,9.0,10.0,0.0,0.0,38.0,38.0,17.0,21.0,29.0,3.0
IWM0816,Ira Wyatt Moss,10,0.0,8.0,5.0,0.0,0.0,35.0,42.0,50.0,44.0,28.0,3.0
IYB0918,Illana Yvette Bradshaw,7,0.0,9.0,4.0,0.0,0.0,17.0,21.0,42.0,14.0,30.0,3.0
JAD0609,Jana Amanda Dorsey,10,0.0,15.0,18.0,0.0,0.0,18.0,23.0,26.0,36.0,33.0,5.0
JAJ0849,Jaquelyn Angelica Jimenez,15,0.0,3.0,3.0,0.0,10.0,22.0,24.0,23.0,23.0,33.0,4.0
JAM0382,Jena Audrey Malone,8,0.0,9.0,13.0,0.0,0.0,25.0,23.0,41.0,17.0,23.0,2.0
JAV0361,Joseph Alan Vaughan,30,0.0,11.0,7.0,0.0,0.0,36.0,45.0,40.0,45.0,33.0,20.0
JBD0616,Jocelyn Brenna Daniels,11,137.0,20.0,10.0,20.0,0.0,40.0,21.0,25.0,37.0,27.0,2.0
JBM0350,Jocelyn Bree Mccray,7,0.0,17.0,2.0,0.0,0.0,37.0,21.0,12.0,45.0,25.0,5.0
JCC0225,Jack Carlos Cannon,30,0.0,19.0,0.0,0.0,13.0,47.0,45.0,40.0,15.0,18.0,24.0
JCG0316,Josiah Chester Gray,12,32.0,20.0,7.0,47.0,9.0,47.0,36.0,32.0,25.0,33.0,4.0
JCR0172,Jaquelyn Cassandra Roberson,14,12.0,24.0,12.0,16.0,162.0,43.0,41.0,41.0,39.0,31.0,5.0
JCR0289,Jena Chanda Rollins,7,0.0,0.0,0.0,0.0,0.0,32.0,43.0,33.0,33.0,29.0,2.0
JCR0770,Jared Cameron Rosa,8,0.0,3.0,3.0,0.0,0.0,40.0,47.0,24.0,21.0,27.0,0.0
JCR0921,Jonas Connor Riddle,7,0.0,7.0,4.0,0.0,0.0,47.0,46.0,31.0,40.0,34.0,3.0
JCV0245,James Cain Vargas,8,0.0,10.0,3.0,0.0,0.0,40.0,44.0,22.0,20.0,27.0,3.0
JCW0858,Jeanette Cally Whitfield,7,0.0,15.0,4.0,0.0,6.0,14.0,35.0,22.0,41.0,39.0,4.0
JDB0169,Jonah Dakota Bird,11,111.0,21.0,1.0,144.0,0.0,20.0,14.0,23.0,48.0,33.0,4.0
JDC0030,Jenna Darrel Charles,18,10.0,32.0,35.0,17.0,228.0,31.0,18.0,19.0,21.0,26.0,7.0
JDF0593,Jameson Damian Franco,12,146.0,1.0,0.0,9.0,0.0,30.0,45.0,11.0,41.0,29.0,5.0
JER0404,Jeanette Eliana Rivera,7,0.0,9.0,0.0,0.0,0.0,38.0,46.0,18.0,16.0,30.0,4.0
JFC0557,Jade Felicia Caldwell,10,54.0,9.0,9.0,48.0,0.0,22.0,16.0,23.0,40.0,33.0,1.0
JFC0757,Jolene Frances Carey,8,0.0,2.0,0.0,0.0,0.0,31.0,21.0,38.0,36.0,38.0,0.0
JGM0934,Jared Geoffrey Morin,12,0.0,17.0,18.0,0.0,10.0,30.0,22.0,41.0,22.0,31.0,4.0
JGT0221,Jonathan Gary Terry,36,0.0,11.0,9.0,0.0,19.0,45.0,30.0,16.0,40.0,18.0,28.0
JHP0583,Jorden Helen Pierce,13,40.0,2.0,2.0,29.0,10.0,37.0,25.0,40.0,42.0,37.0,4.0
JIG0128,Josephine Indira Garza,7,0.0,9.0,0.0,0.0,0.0,25.0,45.0,35.0,18.0,27.0,3.0
JIM0095,Jane Ignacia Mcdonald,7,0.0,12.0,2.0,0.0,10.0,10.0,18.0,21.0,15.0,35.0,4.0
JJB0127,Jin Jonathan Buckley,7,0.0,9.0,0.0,0.0,0.0,26.0,21.0,38.0,30.0,32.0,3.0
JJB0700,Julie Jaime Burns,8,0.0,1.0,2.0,0.0,1.0,15.0,19.0,39.0,37.0,28.0,4.0
JJH0292,Jane Justina Hunt,10,0.0,2.0,3.0,0.0,0.0,35.0,23.0,38.0,39.0,28.0,1.0
JJH0613,Jael Jennifer Hansen,12,43.0,16.0,8.0,28.0,0.0,50.0,30.0,24.0,14.0,26.0,3.0
JJM0203,Jonathan John Martinez,11,30.0,9.0,6.0,19.0,13.0,37.0,36.0,18.0,30.0,28.0,6.0
JKB0126,Jaden Kylan Buckley,7,0.0,6.0,0.0,0.0,0.0,43.0,24.0,19.0,33.0,28.0,3.0
JKF0465,Jerry Kennan Fischer,9,0.0,2.0,0.0,0.0,10.0,10.0,37.0,12.0,17.0,32.0,5.0
JKJ0698,Jescie Kristen Jenkins,11,0.0,4.0,2.0,0.0,20.0,16.0,38.0,16.0,22.0,28.0,5.0
JKM0303,Joel Kennan Mccarty,7,0.0,1.0,0.0,0.0,0.0,46.0,10.0,44.0,15.0,35.0,2.0
JLM0364,Jacqueline Latifah Miles,32,0.0,13.0,2.0,0.0,0.0,35.0,22.0,15.0,25.0,37.0,24.0
JLW0053,Jackson Linus Wilkerson,7,0.0,17.0,0.0,0.0,0.0,42.0,41.0,18.0,38.0,31.0,5.0
JMB0308,Jarrod Malik Burris,8,0.0,17.0,18.0,0.0,5.0,41.0,44.0,34.0,14.0,32.0,4.0
JMC0925,Jade Maris Coleman,16,0.0,10.0,7.0,0.0,0.0,33.0,10.0,23.0,19.0,31.0,5.0
JMD0520,Jane Maite Dotson,11,28.0,3.0,2.0,38.0,0.0,21.0,45.0,16.0,38.0,29.0,0.0
JMH0543,Jermaine Mannix Hansen,11,0.0,11.0,0.0,0.0,0.0,44.0,25.0,37.0,13.0,34.0,4.0
JMK0099,Jakeem Magee Knight,13,4.0,9.0,8.0,3.0,11.0,40.0,37.0,41.0,41.0,25.0,4.0
JML0909,Jenette McKenzie Lynn,10,0.0,3.0,3.0,0.0,0.0,24.0,32.0,39.0,40.0,21.0,3.0
JMW0638,Jonah Merritt Wilder,7,0.0,3.0,0.0,0.0,0.0,43.0,21.0,30.0,18.0,30.0,3.0
JNA0559,Justine Nola Adkins,7,0.0,10.0,0.0,0.0,0.0,10.0,10.0,41.0,10.0,31.0,2.0
JNJ0556,Jaden Nicole Johnston,7,132.0,4.0,3.0,153.0,0.0,43.0,45.0,22.0,33.0,34.0,2.0
JOL0024,John Omar Lancaster,7,0.0,13.0,3.0,0.0,3.0,50.0,40.0,24.0,21.0,29.0,4.0
JOM0750,Jonathan Orlando Marsh,8,0.0,15.0,0.0,0.0,0.0,35.0,46.0,25.0,40.0,29.0,2.0
JPA0667,John Price Atkins,8,0.0,11.0,11.0,0.0,0.0,49.0,42.0,34.0,35.0,27.0,2.0
JPW0741,Josiah Preston Wall,8,0.0,21.0,0.0,0.0,0.0,40.0,38.0,44.0,30.0,33.0,2.0
JRF0835,Jessica Rachel Freeman,7,0.0,1.0,2.0,0.0,0.0,44.0,33.0,18.0,37.0,18.0,3.0
JRG0207,Joseph Raja Gaines,8,0.0,14.0,7.0,0.0,5.0,42.0,37.0,40.0,21.0,27.0,4.0
JRH0455,Jeremy Rooney Henderson,7,0.0,1.0,0.0,0.0,0.0,19.0,21.0,42.0,20.0,34.0,5.0
JRL0574,Joy Rosalyn Leblanc,7,0.0,1.0,0.0,0.0,0.0,19.0,26.0,35.0,47.0,40.0,3.0
JRS0362,Jackson Rafael Sutton,36,0.0,16.0,0.0,0.0,0.0,50.0,50.0,14.0,37.0,24.0,22.0
JSA0775,Julian Samson Allen,8,0.0,3.0,4.0,0.0,0.0,50.0,46.0,42.0,19.0,33.0,0.0
JSH0330,Judith Shaeleigh Hayden,7,0.0,4.0,2.0,0.0,2.0,20.0,16.0,23.0,24.0,28.0,7.0
JTM0223,Jerry Tad Mccall,34,0.0,11.0,12.0,0.0,7.0,35.0,48.0,20.0,21.0,30.0,22.0
JTS0389,Josiah Thaddeus Stewart,10,0.0,13.0,2.0,0.0,0.0,31.0,36.0,11.0,44.0,32.0,2.0
JXH0493,Justin Xerxes Hansen,7,0.0,14.0,4.0,0.0,0.0,36.0,32.0,23.0,15.0,31.0,0.0
JZD0888,Jane Zia Day,7,0.0,3.0,0.0,0.0,0.0,20.0,20.0,30.0,14.0,30.0,3.0
KAC0124,Kathleen Aline Chan,7,0.0,9.0,0.0,0.0,0.0,33.0,14.0,30.0,18.0,33.0,3.0
KAL0395,Kay Alexa Logan,7,0.0,9.0,8.0,0.0,0.0,13.0,24.0,22.0,28.0,29.0,5.0
KAT0270,Kirby Amity Tyson,7,0.0,9.0,9.0,0.0,8.0,21.0,24.0,39.0,23.0,27.0,4.0
KAT0489,Katell Amethyst Thornton,7,0.0,16.0,11.0,0.0,0.0,22.0,41.0,36.0,23.0,26.0,0.0
KBB0189,Kaye Brianna Blair,8,0.0,11.0,8.0,0.0,22.0,49.0,23.0,16.0,33.0,30.0,4.0
KBC0054,Kyla Blythe Carter,7,0.0,9.0,0.0,0.0,0.0,42.0,43.0,17.0,41.0,32.0,0.0
KBG0549,Kylie Brielle Greer,12,4.0,8.0,3.0,5.0,0.0,16.0,19.0,37.0,10.0,32.0,5.0
KBL0260,Kermit Beau Leach,8,0.0,9.0,0.0,0.0,2.0,16.0,15.0,48.0,16.0,32.0,4.0
KBP0008,Kirby Bo Pollard,15,0.0,52.0,28.0,0.0,48.0,23.0,18.0,40.0,11.0,34.0,4.0
KBS0874,Kay Brynne Spears,10,0.0,17.0,11.0,0.0,0.0,23.0,39.0,37.0,33.0,29.0,5.0
KCB0815,Kaden Chastity Briggs,10,0.0,9.0,3.0,0.0,0.0,16.0,40.0,18.0,36.0,31.0,3.0
KCF0045,Kendall Ciaran Frank,32,0.0,15.0,4.0,0.0,12.0,40.0,39.0,16.0,27.0,31.0,24.0
KCO0122,Kermit Coby Oliver,10,26.0,9.0,4.0,21.0,0.0,30.0,32.0,26.0,38.0,33.0,3.0
KCS0173,Kenyon Chancellor Sharpe,13,14.0,13.0,13.0,8.0,11.0,39.0,20.0,50.0,20.0,30.0,4.0
KDS0349,Kim Dara Sullivan,8,0.0,14.0,0.0,0.0,0.0,18.0,23.0,20.0,32.0,29.0,1.0
KDT0346,Kibo Dolan Turner,11,0.0,2.0,2.0,0.0,5.0,36.0,41.0,10.0,22.0,33.0,7.0
KES0729,Kylie Elizabeth Santos,11,0.0,20.0,18.0,0.0,0.0,20.0,10.0,24.0,45.0,31.0,1.0
KJA0152,Kimberley Joy Anderson,7,0.0,11.0,0.0,0.0,0.0,16.0,16.0,39.0,38.0,34.0,3.0
KJG0910,Kermit Jonas Gould,7,0.0,3.0,0.0,0.0,0.0,37.0,10.0,31.0,18.0,29.0,3.0
KJJ0293,Kirk Jakeem Joyce,14,12.0,1.0,2.0,5.0,0.0,41.0,42.0,23.0,39.0,33.0,3.0
KJM0887,Kibo Josiah Murray,7,0.0,3.0,3.0,0.0,0.0,31.0,47.0,14.0,16.0,32.0,3.0
KJP0371,Kyla Jocelyn Porter,32,0.0,11.0,9.0,0.0,0.0,36.0,21.0,25.0,15.0,30.0,20.0
KJS0618,Kay Janna Snider,8,0.0,13.0,8.0,0.0,0.0,19.0,15.0,20.0,10.0,37.0,2.0
KJW0416,Katell Jasmine Wiggins,7,0.0,9.0,0.0,0.0,2.0,50.0,46.0,39.0,41.0,30.0,4.0
KKC0683,Kessie Kay Cooper,7,0.0,8.0,0.0,0.0,0.0,32.0,37.0,37.0,48.0,35.0,3.0
KKS0119,Kimberley Kiona Sosa,10,0.0,17.0,14.0,0.0,18.0,15.0,28.0,39.0,33.0,27.0,4.0
KKW0879,Keane Kennan Watts,7,147.0,14.0,4.0,38.0,1.0,36.0,42.0,21.0,31.0,27.0,4.0
KLH0596,Kasper Lance Huffman,7,0.0,1.0,0.0,0.0,0.0,30.0,10.0,35.0,12.0,29.0,3.0
KLM0639,Katelyn Lani Murray,7,0.0,3.0,0.0,0.0,0.0,20.0,15.0,24.0,40.0,26.0,3.0
KMB0922,Keegan Marvin Benson,16,18.0,9.0,9.0,22.0,0.0,43.0,43.0,17.0,24.0,27.0,7.0
KMS0657,Kay Maxine Skinner,7,0.0,3.0,0.0,0.0,0.0,17.0,31.0,21.0,17.0,29.0,3.0
KMW0545,Keely Mollie Weiss,10,0.0,17.0,9.0,0.0,2.0,19.0,16.0,18.0,23.0,32.0,3.0
KNB0022,Keane Nicholas Blevins,8,0.0,20.0,8.0,0.0,14.0,22.0,38.0,45.0,16.0,30.0,4.0
KNG0672,Kasimir Nehru Galloway,8,0.0,11.0,0.0,0.0,0.0,21.0,40.0,18.0,20.0,27.0,2.0
KNW0644,Keiko Naida Webb,7,0.0,0.0,0.0,0.0,0.0,15.0,20.0,23.0,15.0,25.0,3.0
KPC0073,Kareem Porter Collins,7,0.0,9.0,9.0,0.0,0.0,44.0,30.0,11.0,16.0,23.0,5.0
KPP0452,Kai Penelope Peck,7,0.0,1.0,2.0,0.0,0.0,44.0,46.0,44.0,16.0,19.0,3.0
KPR0497,Kirk Palmer Rosales,15,0.0,28.0,32.0,0.0,0.0,50.0,43.0,43.0,20.0,29.0,0.0
KQC0708,Kevyn Quin Charles,8,0.0,1.0,0.0,0.0,0.0,34.0,18.0,39.0,42.0,23.0,4.0
KQS0415,Kane Quinlan Stevenson,7,0.0,9.0,4.0,0.0,7.0,35.0,42.0,13.0,14.0,34.0,3.0
KRG0158,Kenyon Raja Galloway,8,0.0,11.0,4.0,0.0,17.0,34.0,38.0,42.0,14.0,27.0,4.0
KRL0062,Keaton Ronan Leonard,8,0.0,19.0,0.0,0.0,8.0,37.0,16.0,17.0,20.0,33.0,4.0
KRL0501,Kirby Ruby Lyons,7,32.0,15.0,0.0,20.0,0.0,18.0,27.0,23.0,28.0,26.0,0.0
KRM0541,Kimberley Roary Maldonado,7,0.0,9.0,3.0,0.0,0.0,40.0,20.0,38.0,36.0,23.0,3.0
KRV0372,Kennedy Robert Vega,32,0.0,15.0,8.0,0.0,0.0,40.0,39.0,25.0,35.0,32.0,18.0
KSH0569,Kameko Signe Harrison,7,0.0,16.0,17.0,0.0,0.0,15.0,39.0,23.0,14.0,22.0,1.0
KSP0357,Kennedy Shad Parker,36,0.0,15.0,4.0,0.0,0.0,41.0,40.0,29.0,19.0,24.0,26.0
KSP0966,Kenneth Steel Porter,8,0.0,1.0,0.0,0.0,2.0,42.0,36.0,19.0,24.0,35.0,4.0
KTG0091,Kendall Thaddeus Glover,8,0.0,17.0,3.0,0.0,11.0,46.0,41.0,16.0,15.0,29.0,4.0
KVS0425,Kirestin Vanna Sykes,7,0.0,18.0,6.0,0.0,0.0,20.0,19.0,21.0,30.0,35.0,4.0
KVT0028,Kessie Vielka Trevino,7,0.0,9.0,3.0,0.0,0.0,44.0,20.0,35.0,19.0,37.0,7.0
KWC0004,Kai Wynne Craft,8,0.0,26.0,3.0,0.0,0.0,23.0,38.0,39.0,20.0,27.0,2.0
KWE0082,Kane Walter Eaton,12,35.0,10.0,4.0,50.0,0.0,38.0,43.0,19.0,48.0,35.0,2.0
LAF0991,Lucas Ahmed Ferrell,9,0.0,9.0,9.0,0.0,0.0,40.0,39.0,36.0,22.0,34.0,3.0
LAM0911,Lillith Adena Matthews,10,0.0,15.0,7.0,0.0,0.0,42.0,43.0,27.0,38.0,22.0,3.0
LAP0338,Lynn Adena Pratt,15,0.0,9.0,3.0,0.0,59.0,42.0,23.0,33.0,45.0,31.0,11.0
LBC0356,Logan Branden Cherry,24,0.0,11.0,5.0,0.0,0.0,40.0,30.0,40.0,21.0,41.0,10.0
LBF0214,Leslie Briar Fields,18,11.0,39.0,30.0,12.0,154.0,18.0,44.0,18.0,38.0,28.0,7.0
LBH0942,Lyle Brady Hayes,14,172.0,19.0,3.0,204.0,101.0,40.0,42.0,23.0,30.0,29.0,5.0
LCB0664,Lysandra Chastity Brennan,14,136.0,14.0,5.0,14.0,0.0,16.0,19.0,36.0,24.0,32.0,2.0
LCC0819,Leslie Cassandra Colon,7,24.0,8.0,0.0,14.0,0.0,32.0,14.0,11.0,15.0,27.0,3.0
LCD0622,Leo Chaney Daugherty,8,0.0,15.0,0.0,0.0,0.0,30.0,26.0,13.0,14.0,26.0,3.0
LDB0090,Lani Dai Beard,8,0.0,14.0,5.0,0.0,14.0,40.0,14.0,39.0,41.0,34.0,4.0
LDD0560,Leslie Denise Dillon,9,0.0,20.0,15.0,0.0,95.0,25.0,43.0,39.0,26.0,35.0,2.0
LDG0459,Lacota Dahlia Good,14,6.0,1.0,0.0,9.0,0.0,20.0,41.0,10.0,50.0,34.0,5.0
LDM0587,Lila Dana Mcintyre,7,0.0,1.0,0.0,0.0,0.0,49.0,20.0,23.0,21.0,26.0,3.0
LEM0605,Leo Elmo Monroe,8,0.0,16.0,10.0,0.0,0.0,46.0,50.0,40.0,39.0,26.0,1.0
LFS0071,Lamar Francis Scott,7,0.0,11.0,0.0,0.0,4.0,48.0,31.0,14.0,17.0,25.0,5.0
LHB0606,Louis Hyatt Bruce,8,0.0,19.0,6.0,0.0,0.0,37.0,38.0,15.0,27.0,27.0,1.0
LHB0967,Leo Hasad Byrd,8,0.0,1.0,0.0,0.0,1.0,37.0,38.0,41.0,47.0,33.0,4.0
LHL0309,Lacota Hilda Lindsey,8,0.0,15.0,7.0,0.0,4.0,19.0,34.0,27.0,46.0,37.0,4.0
LHN0151,Lacota Helen Nash,8,0.0,5.0,3.0,0.0,0.0,13.0,15.0,19.0,32.0,26.0,0.0
LIM0674,Leah Idola Moran,14,4.0,11.0,11.0,3.0,6.0,18.0,13.0,35.0,49.0,20.0,2.0
LJB0826,Laith Jason Britt,7,0.0,1.0,0.0,0.0,0.0,38.0,21.0,39.0,15.0,32.0,3.0
LJJ0905,Lionel Jasper Johnston,9,0.0,3.0,4.0,0.0,0.0,43.0,36.0,12.0,22.0,30.0,3.0
LJR0523,Lavinia Justine Richmond,8,0.0,3.0,2.0,0.0,0.0,32.0,21.0,11.0,33.0,25.0,0.0
LJT0817,Luke Jacob Talley,9,36.0,12.0,7.0,33.0,0.0,39.0,43.0,38.0,39.0,24.0,3.0
LLV0602,Lee Lacey Velez,8,0.0,20.0,4.0,0.0,0.0,36.0,10.0,36.0,37.0,33.0,2.0
LMF0980,Leonard Malachi Floyd,11,0.0,14.0,13.0,0.0,5.0,42.0,45.0,12.0,44.0,35.0,4.0
LNR0656,Lacey Nomlanga Rasmussen,7,0.0,3.0,0.0,0.0,0.0,25.0,39.0,12.0,30.0,23.0,3.0
LNS0989,Lamar Nissim Strickland,12,0.0,5.0,3.0,0.0,0.0,34.0,38.0,45.0,30.0,31.0,7.0
LOF0311,Lionel Omar Fisher,8,0.0,15.0,9.0,0.0,4.0,41.0,15.0,36.0,10.0,32.0,4.0
LOM0086,Lane Oleg Mclaughlin,12,36.0,12.0,7.0,33.0,1.0,18.0,10.0,34.0,23.0,33.0,4.0
LPC0492,Lenore Piper Cardenas,7,0.0,15.0,10.0,0.0,0.0,30.0,23.0,22.0,30.0,26.0,0.0
LPH0572,Lunea Priscilla Hardy,7,0.0,1.0,2.0,0.0,0.0,40.0,13.0,17.0,38.0,36.0,3.0
LQC0479,Leilani Quail Callahan,7,0.0,15.0,0.0,0.0,0.0,27.0,38.0,34.0,17.0,36.0,0.0
LQP0508,Lester Quamar Pearson,11,0.0,3.0,2.0,0.0,0.0,26.0,44.0,21.0,40.0,27.0,0.0
LRR0148,Libby Rosalyn Richard,15,33.0,29.0,11.0,23.0,160.0,21.0,19.0,14.0,14.0,29.0,7.0
LRW0970,Lilah Renee Wagner,8,0.0,2.0,2.0,0.0,1.0,10.0,26.0,39.0,22.0,28.0,4.0
LTS0860,Leila Tallulah Steele,7,0.0,15.0,7.0,0.0,6.0,48.0,20.0,29.0,20.0,31.0,4.0
LUR0896,Leonard Uriel Ramos,11,0.0,3.0,2.0,0.0,0.0,15.0,11.0,47.0,43.0,28.0,5.0
MAD0496,Martin Armand Douglas,9,0.0,30.0,8.0,0.0,162.0,34.0,30.0,40.0,42.0,24.0,0.0
MAD0753,Mallory Alexis Daniel,8,0.0,15.0,6.0,0.0,0.0,50.0,30.0,36.0,41.0,33.0,0.0
MAE0331,Magee Ashton Evans,7,0.0,3.0,2.0,0.0,0.0,36.0,39.0,18.0,12.0,28.0,7.0
MAH0149,Myles August Heath,11,0.0,11.0,5.0,0.0,0.0,41.0,39.0,38.0,27.0,40.0,0.0
MAH0864,Malik Adrian Hebert,7,0.0,19.0,13.0,0.0,2.0,30.0,46.0,25.0,20.0,25.0,4.0
MAR0955,Micah Abdul Rojas,8,0.0,1.0,0.0,0.0,1.0,36.0,44.0,23.0,44.0,25.0,4.0
MAS0025,Melissa Ava Stuart,7,0.0,14.0,0.0,0.0,0.0,23.0,14.0,20.0,21.0,23.0,4.0
MAW0166,Meredith Ainsley Wolf,8,0.0,16.0,0.0,0.0,11.0,44.0,16.0,21.0,17.0,34.0,4.0
MBG0438,Melvin Brody Garza,8,0.0,9.0,3.0,0.0,0.0,38.0,17.0,37.0,16.0,29.0,2.0
MBJ0312,Meghan Brianna Jensen,12,47.0,19.0,12.0,20.0,0.0,22.0,45.0,49.0,12.0,26.0,4.0
MBR0724,Montana Basia Roberts,8,0.0,1.0,0.0,0.0,0.0,33.0,44.0,18.0,35.0,31.0,4.0
MBW0809,Marshall Benjamin Wilcox,7,0.0,9.0,10.0,0.0,0.0,43.0,45.0,44.0,18.0,19.0,3.0
MCD0125,Mallory Charissa Dixon,15,6.0,20.0,14.0,19.0,95.0,36.0,26.0,50.0,22.0,23.0,4.0
MCF0327,Martina Cassandra Fields,8,0.0,16.0,0.0,0.0,0.0,39.0,41.0,24.0,44.0,25.0,4.0
MCF0600,Maxwell Clark Faulkner,9,0.0,2.0,0.0,0.0,10.0,39.0,49.0,13.0,26.0,27.0,4.0
MCJ0324,Melodie Chantale Joyce,8,0.0,15.0,6.0,0.0,1.0,28.0,20.0,40.0,20.0,36.0,4.0
MCS0035,Mallory Carol Spence,8,0.0,26.0,0.0,0.0,3.0,42.0,17.0,38.0,15.0,33.0,4.0
MCT0720,Macey Christen Turner,8,0.0,1.0,0.0,0.0,0.0,34.0,12.0,20.0,22.0,37.0,4.0
MDH0580,Morgan Deborah Hoover,7,26.0,1.0,3.0,18.0,0.0,41.0,37.0,18.0,40.0,31.0,3.0
MDH0686,Maxwell Dante Hutchinson,15,0.0,18.0,24.0,0.0,95.0,37.0,43.0,31.0,20.0,38.0,5.0
MDM0625,Melyssa Deirdre Morgan,11,126.0,4.0,0.0,175.0,0.0,18.0,42.0,36.0,27.0,24.0,2.0
MDM0976,Myles Donovan Macias,7,0.0,11.0,0.0,0.0,0.0,41.0,40.0,38.0,20.0,31.0,3.0
MES0407,Minerva Emerald Solomon,7,0.0,11.0,7.0,0.0,0.0,38.0,44.0,25.0,47.0,37.0,4.0
MFV0897,Meredith Florence Valdez,7,0.0,3.0,0.0,0.0,0.0,18.0,13.0,23.0,25.0,33.0,3.0
